Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Cluster,Distance
2023-05-29 12:16:09,122.149.157.182,55.69.33.196,59010,62662,TCP,127,Data,FTP,"Voluptates doloribus dolores sit. Reiciendis quos possimus sequi praesentium aut cum.
Quos suscipit modi cum. Corporis vel cupiditate impedit unde dolores. Voluptate vel corrupti id sed consequuntur.",,29.25,,Intrusion,Known Pattern A,Ignored,Medium,Diya Shroff,Mozilla/5.0 (Windows 98; Win 9x 4.90; am-ET; rv:1.9.1.20) Gecko/4635-09-10 19:24:46 Firefox/3.6.10,Segment B,"Barasat, Assam",191.5.253.98,Log Data,Alert Data,Server,1,2.222249322904681
2023-08-22 14:14:32,121.40.70.203,177.160.29.71,62386,3880,TCP,188,Control,DNS,Repellat cumque dolores tenetur commodi minima rem voluptate. Non eos ratione asperiores neque.,IoC Detected,47.6,Alert Triggered,Malware,Known Pattern B,Logged,High,Jayan Ganesan,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_6) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/62.0.893.0 Safari/533.0",Segment A,"Fatehpur, Sikkim",51.149.120.216,,,Firewall,1,2.2970831444581106
2022-12-28 00:02:13,153.196.235.56,139.154.230.35,60614,5143,UDP,270,Control,DNS,Iusto voluptatem quo nemo ex ipsum doloremque laboriosam. Eos consectetur illo earum. Voluptas debitis commodi eos in odit ipsa.,,50.68,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Uthkarsh Dora,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/39.0.857.0 Safari/535.1",Segment C,"Gopalpur, West Bengal",,,,Server,1,2.1574700654530257
2023-08-30 04:18:13,148.86.87.177,54.39.133.113,60914,3158,TCP,151,Control,HTTP,"Nisi ea recusandae totam quibusdam ipsum. Eveniet culpa repudiandae enim commodi.
Nesciunt reiciendis qui. Voluptatem placeat commodi sequi atque. Dicta nemo veniam minus.",IoC Detected,50.02,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Misha Kamdar,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/22.0.869.0 Safari/531.0",Segment C,"Malegaon, Nagaland",61.43.99.139,Log Data,,Firewall,1,2.28515674343413
2021-04-24 08:15:52,206.241.175.51,93.53.154.122,1862,2812,UDP,70,Data,HTTP,Eum nostrum facere veniam in. Saepe nemo recusandae suscipit. Velit rerum enim sint. Corporis nobis voluptatum alias atque voluptate deleniti quam.,,63.17,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Rohan Mall,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.10.1 (KHTML, like Gecko) Version/5.0.2 Safari/534.10.1",Segment C,"Meerut, Assam",,,,Server,1,2.391824474781018
2022-09-16 07:54:52,180.232.121.220,2.97.215.177,55604,65443,UDP,308,Data,HTTP,Recusandae quae ut sed. Hic autem delectus cum.,IoC Detected,24.09,,Intrusion,Known Pattern B,Logged,High,Jayant Gole,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.1),Segment B,"Kolhapur, Karnataka",,Log Data,,Firewall,1,2.1614760726029942
2022-12-29 07:12:41,72.66.159.206,106.250.106.16,7884,65529,UDP,121,Data,HTTP,"Magni fugiat soluta nisi consequuntur ad distinctio. Veniam quibusdam labore itaque iste ut.
Pariatur reprehenderit ducimus nobis voluptas temporibus laborum. Similique expedita magnam consequatur.",,49.9,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Farhan Kapoor,Mozilla/5.0 (Android 3.2.3; Mobile; rv:28.0) Gecko/28.0 Firefox/28.0,Segment B,"Dehradun, Uttar Pradesh",222.1.26.30,Log Data,,Firewall,1,2.2469827768071022
2022-01-28 10:38:13,166.80.146.53,142.33.101.200,58824,64027,TCP,135,Control,FTP,"Reprehenderit perferendis rerum ea cum. Illum quaerat occaecati delectus unde optio.
Maiores cum possimus cum nemo. Porro odio autem voluptatum.",IoC Detected,72.92,,Intrusion,Known Pattern B,Ignored,Medium,Khushi Dhingra,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),Segment C,"Patiala, Sikkim",,,Alert Data,Firewall,1,2.2648717292152494
2020-01-06 21:50:08,33.215.72.104,142.50.161.64,60066,65102,ICMP,425,Data,DNS,"Incidunt voluptatibus asperiores sequi. Ex veniam voluptatum officiis.
Tempora earum tempore. Eius blanditiis amet blanditiis. Laboriosam alias impedit accusamus vitae alias facilis.",,22.79,,Malware,Known Pattern A,Ignored,Medium,Darshit Agrawal,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6 rv:4.0; nso-ZA) AppleWebKit/534.9.5 (KHTML, like Gecko) Version/4.0.2 Safari/534.9.5",Segment C,"Belgaum, Punjab",163.58.220.60,Log Data,,Firewall,2,2.298964175875386
2021-07-14 22:28:11,165.206.127.139,26.208.96.187,8364,2758,TCP,105,Data,DNS,Occaecati hic saepe reiciendis distinctio expedita amet. Vero ipsum pariatur tempora laudantium provident laboriosam.,,47.41,,Intrusion,Known Pattern B,Ignored,High,Madhav Sagar,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/21.0.852.0 Safari/536.2",Segment B,"Coimbatore, Assam",,,Alert Data,Server,1,2.14710997524368
2022-09-05 21:33:31,91.246.21.186,80.227.37.50,4425,3796,ICMP,449,Data,FTP,Modi ratione voluptatum magnam. Natus quisquam beatae corporis maxime corrupti commodi. Vel assumenda corrupti accusamus debitis.,,46.34,Alert Triggered,Malware,Known Pattern A,Ignored,High,Navya Buch,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/29.0.879.0 Safari/532.1",Segment B,"Ramagundam, Chhattisgarh",,,Alert Data,Firewall,1,2.178607012784246
2021-10-10 14:01:40,128.35.54.83,184.221.99.241,64067,61379,ICMP,351,Control,HTTP,Animi ea aspernatur dolorum id. Laboriosam assumenda maxime quas molestias rerum expedita voluptatem. Excepturi autem mollitia quaerat. Tenetur atque tenetur in vero quos voluptatibus.,,14.91,,DDoS,Known Pattern B,Blocked,Medium,Vritika Varma,Opera/9.48.(Windows NT 6.1; af-ZA) Presto/2.9.175 Version/10.00,Segment C,"Latur, Maharashtra",,Log Data,,Firewall,1,2.3052481190745717
2023-06-07 05:34:37,50.158.251.13,88.119.61.211,59934,63153,UDP,308,Data,HTTP,Labore nisi earum ipsam nihil. Nisi delectus earum. Nemo quam iusto repudiandae error.,,77.28,,Intrusion,Known Pattern A,Ignored,High,Suhana Salvi,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3 rv:2.0; fy-DE) AppleWebKit/534.25.5 (KHTML, like Gecko) Version/5.1 Safari/534.25.5",Segment B,"Serampore, Assam",,Log Data,Alert Data,Server,1,2.2144237239810165
2021-06-19 03:45:28,65.41.109.10,93.136.229.115,65201,10712,UDP,135,Data,FTP,Assumenda voluptatibus maiores quasi nemo consequatur. Libero sint iusto consectetur cum deserunt. Ad adipisci tempore excepturi minus blanditiis rerum quaerat.,IoC Detected,90.21,Alert Triggered,Malware,Known Pattern B,Logged,Low,Amira Dyal,Opera/8.64.(Windows 95; te-IN) Presto/2.9.174 Version/10.00,Segment C,"Gangtok, Assam",160.169.98.27,Log Data,Alert Data,Firewall,1,2.211371832867296
2023-02-04 00:47:46,118.16.78.56,147.175.65.35,2182,65479,TCP,388,Control,FTP,"Voluptates est provident nihil dolor asperiores voluptas. Occaecati velit illo.
Facilis aperiam rerum temporibus eaque. Reiciendis occaecati aperiam corporis laudantium beatae suscipit voluptatibus.",IoC Detected,2.89,,Malware,Known Pattern B,Ignored,Medium,Anya Chaudhary,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),Segment A,"Dewas, Telangana",,Log Data,,Firewall,1,2.3776716320157547
2020-05-11 21:11:25,187.69.50.62,211.165.68.173,58311,1725,TCP,504,Control,DNS,Repudiandae ad quibusdam dolorem. Aliquam dolorem earum pariatur cumque. Molestias blanditiis eius totam ratione. Voluptates fuga asperiores illo suscipit.,,70.26,,Intrusion,Known Pattern B,Blocked,High,Vedika Jhaveri,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sw-KE) AppleWebKit/535.18.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.18.1",Segment C,"Mahbubnagar, Odisha",,Log Data,Alert Data,Firewall,2,2.172837558821878
2023-09-24 09:00:39,214.50.124.150,130.136.151.144,4040,62903,TCP,299,Data,HTTP,Perferendis quas saepe praesentium eum. Accusantium at deserunt facilis veniam labore adipisci. Eius quasi fugit accusamus.,IoC Detected,64.82,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Misha Dhillon,Mozilla/5.0 (Windows NT 5.0; the-NP; rv:1.9.2.20) Gecko/4252-07-16 06:12:03 Firefox/6.0,Segment A,"Thrissur, Sikkim",,,,Firewall,1,2.2084864848089456
2022-04-18 10:22:27,53.25.87.172,9.8.225.50,1234,4910,ICMP,110,Data,FTP,Impedit quae accusantium inventore vero laborum. Similique earum facere impedit similique atque. Dolores veritatis modi dicta atque modi accusamus excepturi.,,80.03,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Ishita Rama,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; nn-NO) AppleWebKit/534.27.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6534.27.3",Segment B,"Patiala, Gujarat",89.160.60.109,,,Server,1,2.3150772483284467
2021-08-03 06:05:54,14.8.9.114,5.44.229.140,60896,2422,ICMP,247,Control,DNS,"Nisi eius officiis.
Ratione in voluptas accusamus facere. Enim rem nobis vero impedit aspernatur. Quisquam neque velit maxime eos sapiente labore architecto.",,48.36,,Intrusion,Known Pattern A,Logged,High,Zara Sunder,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/16.0y3087.0 Mobile/87T618 Safari/531.0",Segment A,"Gaya, Karnataka",,,,Server,1,2.2772032958227486
2023-07-30 05:51:55,109.188.72.114,114.36.240.187,61306,7643,UDP,67,Data,FTP,Incidunt at eaque vel inventore. Atque voluptatibus modi nesciunt error voluptates et.,IoC Detected,79.51,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Drishya Sridhar,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.44.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.44.2",Segment B,"Siwan, Odisha",22.89.167.52,,Alert Data,Firewall,1,2.1908337945566116
2022-06-03 15:16:53,176.25.119.248,27.150.190.247,54689,64725,ICMP,170,Data,DNS,"Porro assumenda excepturi totam fugit saepe quia. Magnam laborum voluptatem a amet commodi. Accusantium sequi officiis accusantium.
Cupiditate nemo amet quidem. Enim laudantium dolor quidem nisi cum.",,83.52,,Malware,Known Pattern B,Ignored,Low,Anaya Bahl,Opera/9.56.(Windows NT 6.0; cv-RU) Presto/2.9.164 Version/11.00,Segment A,"Mysore, Odisha",,,Alert Data,Server,1,2.1412541327080175
2021-12-22 13:32:39,197.251.229.64,107.124.155.146,2150,57418,ICMP,86,Control,FTP,Blanditiis necessitatibus harum ex magni. Cumque dolor pariatur eos praesentium molestias. In quae unde ducimus est voluptatum dolore hic.,IoC Detected,54.25,Alert Triggered,Malware,Known Pattern B,Logged,Low,Sumer Vyas,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.5.4 (KHTML, like Gecko) Version/5.1 Safari/532.5.4",Segment A,"Panchkula, Uttar Pradesh",,Log Data,,Firewall,1,2.169603446324177
2023-04-01 02:34:22,130.215.146.97,161.21.6.221,59127,4983,UDP,90,Data,FTP,"Nostrum hic deleniti quos porro harum. Corporis accusamus est architecto.
Eos molestiae laudantium esse. Sunt laborum a nam quisquam quibusdam. Qui quis tempore nihil.",,30.12,,Malware,Known Pattern B,Ignored,Medium,Taran Doshi,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),Segment A,"Sambalpur, Gujarat",,Log Data,,Server,1,2.187189620540553
2022-03-15 17:21:43,194.228.130.217,148.185.70.85,63521,65380,TCP,85,Control,FTP,"Consequatur sit assumenda sint. Mollitia minus assumenda atque.
Harum quidem nisi necessitatibus. Architecto nesciunt accusantium necessitatibus.
Aspernatur ut deleniti.",,96.76,,Malware,Known Pattern B,Blocked,Low,Akarsh Samra,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),Segment A,"Darbhanga, Mizoram",,Log Data,Alert Data,Firewall,1,2.511766260317977
2021-05-08 21:37:36,134.96.145.61,12.153.190.13,1147,6140,TCP,110,Data,FTP,"Laborum architecto iste a ab consectetur sed. Reiciendis cum sed mollitia. Tempore veniam ut sit eveniet iusto.
Odio aut quae distinctio.",IoC Detected,88.14,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Biju Tata,"Mozilla/5.0 (Windows 95) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/20.0.801.0 Safari/536.1",Segment C,"Nangloi Jat, Chhattisgarh",42.1.160.30,Log Data,Alert Data,Firewall,1,2.2757936880814547
2020-05-26 07:36:54,128.218.129.195,172.92.251.131,62891,4818,UDP,235,Data,DNS,"Nemo nesciunt atque quas. Natus recusandae eveniet nesciunt incidunt aliquid. Sequi ducimus eius nostrum.
Doloremque quisquam minus neque consequatur quas. Enim repellendus ea dignissimos nesciunt.",IoC Detected,95.12,,Malware,Known Pattern B,Blocked,High,Madhav Kara,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/18.0k5849.0 Mobile/97H101 Safari/531.0",Segment C,"Kadapa, Kerala",17.216.78.168,Log Data,,Server,1,2.2667002798673344
2020-06-23 08:57:48,179.114.3.47,99.182.83.255,8226,65455,ICMP,287,Data,DNS,Neque voluptatum natus hic eius nesciunt veritatis praesentium. Libero aperiam ad delectus praesentium illo harum. Optio provident perspiciatis minima.,IoC Detected,16.23,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Tejas Choudhury,Opera/8.29.(Windows CE; sv-FI) Presto/2.9.160 Version/11.00,Segment B,"Kulti, Himachal Pradesh",5.180.250.195,,,Firewall,1,2.1717652830412817
2022-05-07 05:22:42,53.192.129.56,50.248.14.74,2685,6257,UDP,151,Data,DNS,Nemo eveniet voluptatum. Eveniet sit soluta nulla. Sunt nesciunt quibusdam sed voluptates adipisci.,IoC Detected,80.16,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Alia Char,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.1),Segment A,"Hazaribagh, Punjab",,,,Firewall,1,2.1887151287772366
2021-12-16 10:42:12,141.205.178.93,141.217.165.86,3196,4761,TCP,119,Data,HTTP,"Repellendus delectus distinctio possimus quos doloribus. Ex voluptas autem. Molestiae dolor esse dignissimos molestiae.
Excepturi quasi dolor. Vero saepe error quia.",IoC Detected,67.38,,Malware,Known Pattern B,Ignored,Medium,Adira Cheema,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.1),Segment C,"Gwalior, Goa",115.250.26.161,,,Server,1,2.240609916070305
2021-11-29 15:20:29,101.125.94.163,122.155.96.170,56142,3740,UDP,68,Data,FTP,Voluptatem aliquid ea ab cum perspiciatis fugiat. Qui placeat laudantium illo cupiditate sunt occaecati commodi. Tenetur aliquid provident.,,92.03,,Malware,Known Pattern A,Ignored,High,Nitara Bakshi,Mozilla/5.0 (Windows 95; quz-PE; rv:1.9.2.20) Gecko/9677-05-04 14:23:42 Firefox/6.0,Segment A,"Bhagalpur, Kerala",94.84.139.97,Log Data,Alert Data,Firewall,1,2.1480342115623445
2022-07-07 07:56:17,156.135.108.179,102.124.6.244,1867,1683,UDP,191,Data,DNS,Iusto necessitatibus blanditiis illo non sequi. Dolorum dolores doloribus debitis.,IoC Detected,59.1,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Kiaan Kara,Opera/9.40.(X11; Linux i686; ca-ES) Presto/2.9.164 Version/12.00,Segment C,"Meerut, Maharashtra",163.47.250.25,,,Server,1,2.370876784944527
2022-11-22 01:35:29,193.208.216.158,6.8.21.57,58833,3054,TCP,117,Data,DNS,A ipsa eveniet sunt esse recusandae totam. Expedita mollitia assumenda qui vero.,,43.74,,Intrusion,Known Pattern B,Logged,Medium,Neelofar Khurana,Opera/8.10.(Windows NT 5.1; brx-IN) Presto/2.9.169 Version/11.00,Segment A,"Katihar, Uttar Pradesh",205.21.14.142,Log Data,Alert Data,Firewall,1,2.233046122332508
2020-01-30 02:07:49,22.0.203.82,101.255.86.74,62485,6428,UDP,377,Control,DNS,Assumenda distinctio consequatur quo vel nemo laboriosam. Ea doloribus in illum accusamus ipsam. Iure nam sequi deleniti in nostrum fugiat magnam.,IoC Detected,45.3,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Adah Kaul,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/15.1c8946.0 Mobile/11N610 Safari/536.0",Segment C,"Hazaribagh, Meghalaya",51.226.7.92,,,Server,1,2.178486943719464
2022-03-02 19:12:29,31.24.237.192,75.144.217.88,57932,62204,TCP,97,Data,DNS,"Eum eveniet ipsam voluptatibus temporibus totam accusantium.
Illum tenetur doloribus corrupti. Architecto deleniti soluta dolorem voluptatum sit.",,96.84,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Shayak Borra,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/18.8d5734.0 Mobile/74L746 Safari/532.0",Segment A,"Sasaram, Telangana",,Log Data,Alert Data,Server,1,2.1853111589276195
2023-04-25 08:29:13,147.176.238.193,181.55.188.31,4973,2553,ICMP,498,Control,HTTP,Labore perferendis nam consequatur nostrum. Corporis quia reiciendis dolorem saepe voluptas.,,7.88,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Biju Bawa,Opera/9.34.(X11; Linux i686; en-ZA) Presto/2.9.165 Version/12.00,Segment A,"Saharsa, Gujarat",,Log Data,Alert Data,Firewall,0,2.20405940468582
2021-08-29 22:49:03,181.6.139.204,144.156.113.12,61468,3007,ICMP,259,Control,HTTP,"Qui hic harum doloremque deleniti maxime provident. Eaque quia culpa dolores. Molestiae quis esse.
Ratione reprehenderit occaecati corporis excepturi. Incidunt dolorem iure iste saepe facere animi.",IoC Detected,25.84,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Tejas Raj,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9 rv:5.0; li-BE) AppleWebKit/533.27.4 (KHTML, like Gecko) Version/5.0 Safari/533.27.4",Segment A,"Raebareli, Meghalaya",169.62.60.186,,Alert Data,Server,1,2.2730992904107516
2022-06-23 15:35:11,99.169.113.188,140.198.29.65,33371,2159,UDP,1488,Data,HTTP,"Molestias quo aut sit sed eos. Possimus eos a ea eaque nesciunt reprehenderit. Quod quas aliquam.
Consectetur vitae a dignissimos sint odit earum. Incidunt ipsa fugiat voluptatem.",,0.94,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Aayush Batra,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.17.3 (KHTML, like Gecko) Version/4.0 Safari/535.17.3",Segment B,"Begusarai, Andhra Pradesh",,Log Data,,Firewall,0,2.162486022597389
2023-02-17 09:55:26,72.251.143.220,25.91.15.4,62006,59991,ICMP,225,Data,HTTP,Distinctio perferendis inventore natus mollitia. Accusamus dolorum enim dolor amet similique.,,20.05,Alert Triggered,Malware,Known Pattern A,Logged,Low,Biju Chawla,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1),Segment C,"Srikakulam, Uttarakhand",168.46.110.129,Log Data,,Server,1,2.191723093592234
2021-03-09 09:50:27,40.193.26.194,146.132.195.208,58512,1245,TCP,100,Control,FTP,Incidunt suscipit similique hic voluptates dicta. Quaerat neque voluptates ipsa molestias dolorum similique repellat.,,28.86,,Malware,Known Pattern B,Blocked,High,Kabir Goel,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/24.0.834.0 Safari/536.1",Segment A,"North Dumdum, Goa",,Log Data,,Firewall,1,2.3036659118530634
2020-09-21 09:25:34,38.91.4.234,132.235.51.71,60990,63896,TCP,456,Control,HTTP,Dolor sit perferendis maiores laudantium ab libero. Vero iste distinctio ab autem facilis. At nostrum placeat magni placeat ipsa.,,20.37,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Anvi Shankar,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.0),Segment A,"Shahjahanpur, Rajasthan",3.11.159.200,,Alert Data,Firewall,2,2.2159899667173475
2021-04-01 00:46:26,89.185.132.33,219.244.43.0,59731,4721,TCP,221,Control,DNS,Accusamus eius maiores neque dolores cum provident. Vero nisi dolores quam architecto molestias asperiores.,,41.48,,Intrusion,Known Pattern B,Blocked,Low,Mannat Soman,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),Segment B,"Guntakal, Himachal Pradesh",134.84.131.226,Log Data,Alert Data,Firewall,1,2.1530219416364575
2021-09-24 00:44:12,73.175.51.9,161.140.151.70,2033,6444,ICMP,210,Data,DNS,"Cumque omnis debitis eveniet fugiat. Velit eos molestias veritatis accusantium aut nostrum. Voluptatem ullam doloremque.
Rerum cumque excepturi sint. Reiciendis magnam excepturi nostrum saepe neque.",,27.1,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Tanya Rajagopal,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.17.5 (KHTML, like Gecko) Version/5.0.2 Safari/533.17.5",Segment C,"Sangli-Miraj & Kupwad, Himachal Pradesh",,,Alert Data,Server,1,2.1821106538610566
2020-11-15 01:46:53,108.29.68.164,188.174.132.65,62769,4178,UDP,275,Control,FTP,Ducimus doloremque mollitia rem tenetur. A repudiandae totam asperiores ducimus fuga debitis. Totam dolore optio molestias amet.,IoC Detected,83.66,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Pihu Goyal,Opera/8.77.(X11; Linux i686; lg-UG) Presto/2.9.188 Version/11.00,Segment A,"Thanjavur, Himachal Pradesh",57.161.119.201,,Alert Data,Firewall,1,2.276000011951777
2022-10-03 05:38:14,96.49.187.107,193.190.90.24,64754,7836,UDP,211,Control,HTTP,Laboriosam eveniet modi esse. Odio modi tempore rerum odio. Ipsam doloremque similique quos possimus recusandae beatae dolorum.,,34.99,,Intrusion,Known Pattern B,Blocked,Low,Divij Buch,Opera/8.71.(Windows 95; szl-PL) Presto/2.9.161 Version/11.00,Segment B,"Srikakulam, Gujarat",,Log Data,,Server,1,2.2470058931396246
2020-03-24 19:49:57,153.18.128.114,138.196.95.6,63956,60081,TCP,178,Control,DNS,Veniam sed eveniet totam dolores fugiat consequuntur. Voluptatem beatae doloribus autem ipsum sunt.,,14.48,Alert Triggered,DDoS,Known Pattern A,Blocked,High,Pari Raj,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),Segment A,"Danapur, Goa",,,Alert Data,Firewall,1,2.2904666458348624
2022-09-29 12:56:43,116.166.94.139,33.109.211.28,58236,2804,ICMP,407,Control,FTP,"Provident saepe assumenda similique. Error eum voluptate vero illo molestias. Fuga veniam minima nisi eaque quasi.
Eos blanditiis id similique ducimus provident.",IoC Detected,47.29,,Intrusion,Known Pattern B,Ignored,High,Navya Sood,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),Segment C,"Madurai, Chhattisgarh",19.96.255.0,Log Data,,Firewall,1,2.158567227186942
2021-10-28 00:04:38,126.144.126.189,159.248.236.139,1499,64338,UDP,352,Control,FTP,Ea aperiam odio suscipit nihil corporis. Numquam impedit nemo aspernatur facere excepturi. Quo laboriosam autem modi fugiat sequi. Tenetur beatae reprehenderit accusantium atque quisquam.,IoC Detected,54.32,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Hazel Chaudhry,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1),Segment B,"Sagar, Jharkhand",,Log Data,,Firewall,1,2.3561982711061087
2023-05-22 21:38:20,31.131.194.229,45.184.99.89,3314,63623,UDP,551,Control,DNS,Itaque occaecati delectus expedita consequatur eveniet exercitationem odio. Sequi aperiam autem ratione a. Vitae quam repellendus ipsa accusamus.,,19.48,,Malware,Known Pattern B,Blocked,Low,Shamik Srivastava,Opera/9.48.(Windows NT 6.1; ky-KG) Presto/2.9.178 Version/11.00,Segment A,"Rourkela, Kerala",,Log Data,Alert Data,Server,0,2.167033121497718
2023-08-20 18:35:01,63.187.153.55,152.82.228.229,1279,63622,UDP,240,Control,HTTP,Placeat unde illum sed fugit aperiam saepe. Assumenda explicabo perferendis similique molestiae. In delectus delectus sunt.,,26.2,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Armaan Sawhney,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tt-RU) AppleWebKit/534.36.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.36.6",Segment C,"Adoni, Haryana",,Log Data,Alert Data,Server,1,2.3507227760182103
2022-05-25 05:30:20,185.120.132.208,223.214.135.41,60845,64547,ICMP,193,Control,DNS,Voluptates deleniti nulla facere labore ipsa nihil. Libero delectus nesciunt deleniti alias fugiat pariatur.,IoC Detected,15.95,Alert Triggered,Malware,Known Pattern A,Logged,Low,Zeeshan Balay,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),Segment C,"Chapra, Karnataka",,Log Data,Alert Data,Firewall,1,2.329977971862302
2023-05-24 16:31:41,22.220.45.124,133.171.134.44,59422,5257,TCP,119,Control,DNS,Totam voluptatum cumque eligendi sed. Inventore ut reprehenderit esse.,,73.69,Alert Triggered,DDoS,Known Pattern B,Logged,High,Nitya Batra,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:5.0; ru-RU) AppleWebKit/534.40.2 (KHTML, like Gecko) Version/4.0.4 Safari/534.40.2",Segment A,"Mehsana, Uttarakhand",,,Alert Data,Firewall,1,2.1692218180682765
2022-09-21 16:55:23,110.122.3.1,207.53.107.23,57087,2542,ICMP,150,Control,FTP,Consequatur officiis nobis asperiores optio. Similique neque id rerum quae. Nostrum praesentium voluptate tenetur ad deserunt placeat.,,45.36,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Parinaaz Krishnamurthy,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),Segment B,"Giridih, Bihar",220.183.187.242,,Alert Data,Firewall,1,2.175439310245109
